streaming_movies,number_of_referrals,total_extra_data_charges,multiple_lines,total_revenue,paperless_billing,phone_service,total_charges,internet_service,tenure_in_months,age,streaming_tv,customer_id,state,gender,online_backup,online_security,internet_type,device_protection_plan,contract,monthly_charge,unlimited_data,married,streaming_music,payment_method,total_refunds,total_long_distance_charges,churn
1,0,0,0,346.27,0,1,256.75,1,3,21,0,3916-NRPAP,California,Male,0,0,Fiber Optic,1,Month-to-Month,85.7,1,0,1,Credit Card,0.0,89.52,0
0,10,0,0,2481.09,0,1,1460.85,0,72,39,0,0464-WJTKO,California,Female,0,0,,0,Two Year,20.1,0,1,0,Bank Withdrawal,0.0,1020.24,0
0,3,0,0,58.5,1,1,45.7,1,1,37,0,9828-AOQLM,California,Female,0,0,DSL,0,Month-to-Month,45.7,1,1,0,Bank Withdrawal,0.0,12.8,1
1,2,0,1,3889.63,0,1,2669.45,1,38,34,0,6992-TKNYO,California,Male,0,0,DSL,1,One Year,69.0,1,1,1,Credit Card,0.0,1220.18,0
0,0,0,1,426.67,1,1,321.75,1,4,68,0,0722-TROQR,California,Female,0,0,Fiber Optic,0,Month-to-Month,74.9,1,0,0,Bank Withdrawal,0.0,104.92,1
0,1,20,1,397.25,1,1,343.95,1,5,78,0,0495-ZBNGW,California,Male,0,0,Fiber Optic,1,Month-to-Month,79.9,0,1,0,Bank Withdrawal,0.0,33.3,1
0,0,0,0,1990.92,1,1,1297.8,1,19,52,0,3639-XJHKQ,California,Female,1,1,DSL,1,Month-to-Month,60.6,1,0,0,Bank Withdrawal,0.0,693.12,0
1,0,0,0,868.65,1,1,793.55,1,10,75,0,8225-BTJAU,California,Male,0,0,Fiber Optic,0,Month-to-Month,79.25,1,0,0,Bank Withdrawal,0.0,75.1,1
0,0,0,1,589.75,0,1,413.65,1,5,20,0,9250-WYPLL,California,Female,0,0,Fiber Optic,0,Month-to-Month,75.55,1,0,1,Bank Withdrawal,0.0,176.1,1
0,2,0,0,1413.29,0,1,1297.35,0,62,45,0,7268-WNTCP,California,Male,0,0,,0,Two Year,20.45,0,1,0,Bank Withdrawal,0.0,115.94,0
0,0,0,0,2460.55,0,0,2460.55,1,54,47,1,0017-DINOC,California,Male,0,1,Cable,0,Two Year,45.2,1,0,0,Credit Card,0.0,0.0,0
1,0,0,0,1540.2,0,0,1540.2,1,25,31,1,6402-SSEJG,California,Female,1,1,DSL,1,One Year,61.05,1,0,1,Bank Withdrawal,0.0,0.0,0
0,0,0,1,1395.95,1,1,1302.65,1,15,44,0,5609-IMCGG,California,Female,0,1,Fiber Optic,1,Month-to-Month,84.35,1,0,0,Credit Card,0.0,93.3,0
0,3,0,1,6529.53,0,1,6297.65,1,68,27,0,8871-JLMHM,California,Female,1,0,Fiber Optic,1,Two Year,90.2,1,1,0,Credit Card,0.0,231.88,0
0,0,0,1,1960.54,1,1,1789.9,0,72,66,0,5334-AFQJB,California,Male,0,0,,0,Two Year,25.1,0,0,0,Credit Card,0.0,170.64,0
0,0,0,1,5657.2,1,1,5231.2,1,60,34,1,3428-MMGUB,California,Male,0,0,Fiber Optic,1,Two Year,89.55,1,0,0,Bank Withdrawal,0.0,426.0,0
0,2,10,0,418.08,0,1,294.2,1,4,40,0,3496-LFSZU,California,Male,0,0,Fiber Optic,0,Month-to-Month,70.5,0,1,0,Bank Withdrawal,0.0,113.88,0
0,0,0,0,732.68,1,1,490.55,1,7,55,0,1475-VWVDO,California,Male,0,0,Fiber Optic,1,Month-to-Month,74.9,1,0,0,Bank Withdrawal,0.0,242.13,0
0,0,0,1,261.36,1,1,233.7,1,3,77,0,0334-GDDSO,California,Male,1,0,Fiber Optic,0,Month-to-Month,81.35,1,0,0,Bank Withdrawal,0.0,27.66,1
1,0,0,1,1896.05,1,1,1415.0,1,15,64,1,9094-AZPHK,California,Female,1,0,Fiber Optic,0,Month-to-Month,100.15,0,0,1,Bank Withdrawal,0.0,481.05,0
0,0,0,0,106.85,1,0,106.85,1,3,29,0,2108-XWMPY,California,Male,1,1,DSL,0,Month-to-Month,35.45,1,0,0,Credit Card,0.0,0.0,1
0,0,0,1,3925.67,0,1,1493.1,0,59,64,0,5075-JSDKI,California,Female,0,0,,0,Two Year,24.45,0,0,0,Bank Withdrawal,0.0,2432.57,0
0,0,0,0,298.1,1,1,219.5,0,10,22,0,0221-NAUXK,California,Male,0,0,,0,One Year,19.95,0,0,0,Bank Withdrawal,0.0,78.6,0
1,9,0,1,8784.86,1,1,6849.4,1,71,58,0,0020-INWCK,California,Female,1,0,Fiber Optic,1,Two Year,95.75,1,1,1,Credit Card,0.0,1935.46,0
1,1,0,1,10621.17,1,1,8543.25,1,72,61,1,0675-NCDYU,California,Female,1,1,Fiber Optic,1,Two Year,116.4,1,1,1,Credit Card,0.0,2077.92,0
0,0,0,0,384.45,1,1,244.65,1,3,28,1,1678-FYZOW,California,Female,0,0,Fiber Optic,0,Month-to-Month,79.4,1,0,0,Bank Withdrawal,0.0,139.8,1
1,0,0,1,6196.49,0,1,5581.05,1,56,62,1,2208-UGTGR,California,Male,1,0,Fiber Optic,0,Month-to-Month,98.6,1,0,1,Bank Withdrawal,0.0,615.44,0
0,0,0,0,3289.81,1,1,1201.65,0,62,19,0,3635-QQRQD,California,Male,0,0,,0,Two Year,20.05,0,0,0,Credit Card,0.0,2088.16,0
0,0,0,1,501.77,0,1,332.45,1,4,28,0,2951-QOQTK,California,Male,0,0,Fiber Optic,0,Month-to-Month,80.8,1,0,1,Credit Card,0.0,169.32,1
0,0,0,0,3773.14,0,1,1269.1,0,66,63,0,1764-VUUMT,California,Male,0,0,,0,Two Year,19.95,0,0,0,Credit Card,0.0,2504.04,0
0,0,0,1,103.84,1,1,75.35,1,1,80,0,4988-IQIGL,California,Male,0,0,Fiber Optic,0,Month-to-Month,75.35,1,0,0,Bank Withdrawal,0.0,28.49,1
1,1,60,1,3409.37,1,1,3008.15,1,33,41,0,2105-PHWON,California,Female,0,0,Fiber Optic,1,Month-to-Month,95.0,0,1,1,Credit Card,0.0,341.22,0
1,0,0,0,95.76,1,1,80.85,1,1,64,0,5275-SQEIZ,California,Male,0,0,Fiber Optic,0,Month-to-Month,80.85,1,0,1,Credit Card,0.0,14.91,1
0,0,60,0,4097.95,1,1,2406.1,1,33,43,0,4067-HLYQI,California,Female,0,0,Fiber Optic,0,Month-to-Month,70.4,0,0,0,Bank Withdrawal,0.0,1631.85,0
1,0,0,1,4318.98,1,1,3432.9,1,32,22,1,0363-QJVFX,California,Male,1,1,Fiber Optic,0,Month-to-Month,108.15,1,0,1,Credit Card,0.0,886.08,1
1,0,0,1,7667.06,1,1,5916.45,1,52,20,1,9249-FXSCK,California,Female,1,1,Fiber Optic,0,One Year,111.25,1,0,1,Credit Card,1.27,1751.88,1
0,0,0,0,810.85,1,0,810.85,1,28,29,0,7622-NXQZR,California,Male,0,0,DSL,0,Month-to-Month,30.1,1,0,0,Credit Card,0.0,0.0,0
0,9,0,0,1200.7,1,1,880.05,1,11,68,1,5701-YVSVF,California,Female,0,0,Fiber Optic,0,One Year,82.9,1,1,0,Bank Withdrawal,0.0,320.65,0
0,0,120,0,6673.65,1,1,3739.8,1,65,19,0,7596-ZYWBB,California,Female,1,1,DSL,0,Two Year,59.6,0,0,0,Mailed Check,0.0,2813.85,0
0,1,0,0,2100.58,1,1,682.1,0,34,43,0,1776-SPBWV,California,Female,0,0,,0,One Year,20.1,0,1,0,Bank Withdrawal,0.0,1418.48,0
0,3,0,0,2779.5,0,0,2779.5,1,69,52,0,8882-TLVRW,California,Male,0,1,DSL,1,Two Year,39.1,1,1,0,Credit Card,0.0,0.0,0
0,0,0,0,2106.2,0,1,928.4,0,52,23,0,9503-XJUME,California,Male,0,0,,0,One Year,19.65,0,0,0,Credit Card,0.0,1177.8,0
1,1,0,1,6282.35,0,1,5435.0,1,63,19,1,0459-SPZHJ,California,Male,1,1,DSL,1,Two Year,83.5,1,1,1,Credit Card,0.0,847.35,0
0,0,0,1,107.91,1,1,75.05,1,1,23,0,3276-HDUEG,California,Female,0,0,Fiber Optic,0,Month-to-Month,75.05,1,0,0,Mailed Check,0.0,32.86,1
1,5,0,1,6038.62,0,1,4616.1,1,53,51,1,1492-QGCLU,California,Male,0,1,Cable,1,Month-to-Month,85.7,1,1,1,Bank Withdrawal,0.0,1422.52,0
0,4,0,1,295.5,1,1,253.9,0,10,27,0,3682-YEUWS,California,Male,0,0,,0,Month-to-Month,24.4,0,1,0,Credit Card,0.0,41.6,0
1,0,0,1,5961.02,1,1,4674.4,1,46,45,1,2014-MKGMH,California,Female,0,0,Fiber Optic,1,One Year,101.1,1,0,1,Bank Withdrawal,0.0,1286.62,0
0,0,0,0,526.92,1,1,450.9,1,6,65,0,1658-TJVOA,California,Female,0,1,Fiber Optic,0,Two Year,74.1,1,0,0,Bank Withdrawal,0.0,76.02,0
0,0,0,0,126.8,0,1,34.8,0,2,23,0,6870-ECSHE,California,Female,0,0,,0,One Year,20.45,0,0,0,Credit Card,0.0,92.0,0
1,10,0,1,2132.08,1,1,1760.25,1,19,78,1,3452-GWUIN,California,Female,0,0,Fiber Optic,0,Two Year,94.95,1,1,0,Bank Withdrawal,0.0,371.83,0
0,0,0,0,394.1,1,0,394.1,1,13,59,0,6549-NNDYT,California,Female,0,1,Cable,0,Month-to-Month,30.85,1,0,0,Bank Withdrawal,0.0,0.0,0
1,0,0,1,4434.83,1,1,3545.35,1,37,22,1,0402-CQAJN,California,Female,1,0,Fiber Optic,1,Month-to-Month,101.9,1,0,1,Bank Withdrawal,0.0,889.48,1
0,8,0,0,869.29,0,1,228.65,0,14,73,0,3082-WQRVY,California,Male,0,0,,0,One Year,19.65,0,1,0,Credit Card,0.0,640.64,0
0,5,0,0,3241.85,0,1,3112.05,1,55,28,0,5095-ETBRJ,California,Female,1,1,DSL,0,Two Year,56.8,1,1,0,Credit Card,0.0,129.8,0
1,1,0,1,5861.67,1,1,5647.95,1,52,67,1,9278-VZKCD,California,Female,1,1,Fiber Optic,1,Two Year,109.1,1,1,0,Bank Withdrawal,0.0,213.72,0
0,7,0,1,1695.3,0,1,1405.3,1,25,49,0,2108-GLPQB,California,Male,0,0,DSL,1,Month-to-Month,55.55,1,1,0,Credit Card,0.0,290.0,0
0,0,0,0,444.42,0,1,96.8,0,7,56,0,4291-YZODP,California,Female,0,0,,0,One Year,20.05,0,0,0,Credit Card,0.0,347.62,0
0,0,0,0,891.32,0,1,735.9,0,38,65,0,2384-OVPSA,California,Female,0,0,,0,Two Year,20.2,0,0,0,Mailed Check,0.0,155.42,0
0,1,0,0,2519.91,1,1,2347.9,1,32,37,0,4883-QICIH,California,Male,0,0,Fiber Optic,0,Month-to-Month,69.75,1,1,0,Bank Withdrawal,19.67,191.68,1
1,0,0,0,498.4,1,1,422.4,1,4,80,1,6350-XFYGW,California,Male,0,0,Fiber Optic,1,Two Year,94.75,1,0,1,Bank Withdrawal,0.0,76.0,0
0,0,0,0,575.45,0,1,408.25,1,8,52,0,5780-INQIK,California,Female,0,0,DSL,0,Month-to-Month,49.4,1,0,0,Bank Withdrawal,0.0,167.2,0
0,0,140,0,945.1,0,0,805.1,1,27,71,0,9057-MSWCO,California,Male,0,1,Cable,0,Month-to-Month,30.75,0,1,0,Credit Card,0.0,0.0,1
1,0,150,0,1863.4,1,1,1426.75,1,15,76,0,3500-RMZLT,California,Female,0,1,Fiber Optic,1,Month-to-Month,96.3,0,0,0,Credit Card,0.0,286.65,1
1,0,0,0,200.82,0,1,167.3,1,2,34,1,8413-VONUO,California,Male,1,0,Fiber Optic,0,Month-to-Month,95.65,1,0,1,Bank Withdrawal,0.0,33.52,1
1,0,0,0,1650.6,0,1,1398.6,1,20,64,0,0384-RVBPI,California,Male,0,1,DSL,1,Month-to-Month,64.4,1,0,1,Credit Card,0.0,252.0,0
1,0,0,1,7440.19,1,1,6856.45,1,69,55,1,4419-UJMUS,California,Male,0,0,Fiber Optic,0,Two Year,99.35,1,1,1,Bank Withdrawal,0.0,583.74,0
0,9,0,0,2577.77,1,1,2391.15,1,43,50,1,6968-URWQU,California,Male,0,0,DSL,0,One Year,56.35,1,1,0,Credit Card,0.0,186.62,0
1,0,40,1,9200.36,0,1,5976.9,1,66,55,0,0130-SXOUN,California,Male,1,0,Fiber Optic,0,Month-to-Month,89.4,0,0,1,Credit Card,36.02,3219.48,0
1,1,0,0,3922.8,0,1,3084.9,1,38,28,1,6516-NKQBO,California,Male,0,1,Cable,1,Two Year,81.0,1,1,1,Credit Card,0.0,837.9,0
0,0,0,0,190.54,0,1,151.3,1,4,42,0,2108-YKQTY,California,Female,1,0,DSL,0,Month-to-Month,50.7,1,0,0,Credit Card,0.0,39.24,1
1,7,0,0,2234.55,0,0,2234.55,1,36,59,1,4730-AWNAU,California,Male,0,1,DSL,1,One Year,60.7,1,1,1,Credit Card,0.0,0.0,0
1,3,0,1,2815.45,1,1,2239.65,1,20,57,1,2249-YPRNG,California,Female,1,0,Fiber Optic,1,Month-to-Month,105.85,1,1,1,Bank Withdrawal,0.0,575.8,1
1,0,0,0,3196.0,1,0,3196.0,1,57,56,1,3164-YAXFY,California,Male,0,1,DSL,1,Month-to-Month,53.75,1,0,1,Bank Withdrawal,0.0,0.0,0
1,0,80,0,2428.45,1,0,2348.45,1,42,51,0,1708-PBBOA,California,Female,1,1,DSL,1,One Year,54.75,0,0,1,Bank Withdrawal,0.0,0.0,0
0,0,0,0,4858.83,1,1,3674.95,1,68,45,0,6094-ZIVKX,California,Female,0,1,Cable,1,One Year,54.45,1,0,0,Credit Card,0.0,1183.88,0
0,0,100,0,1272.95,1,0,1172.95,1,30,74,1,9667-EQRXU,California,Female,0,0,Cable,1,Month-to-Month,40.3,0,0,0,Bank Withdrawal,0.0,0.0,1
0,0,0,0,895.83,1,1,422.7,0,21,31,0,1930-BZLHI,California,Male,0,0,,0,One Year,20.35,0,0,0,Credit Card,0.0,473.13,0
1,0,0,1,1190.83,1,1,829.55,1,8,79,1,3389-YGYAI,California,Female,1,0,Fiber Optic,1,Month-to-Month,105.5,1,0,0,Bank Withdrawal,0.0,361.28,1
0,1,0,0,1665.75,0,1,727.8,0,37,77,0,4750-UKWJK,California,Female,0,0,,0,One Year,19.6,0,1,0,Mailed Check,0.0,937.95,0
1,0,0,0,908.04,1,1,579.0,1,8,47,0,1907-YLNYW,California,Male,0,1,DSL,1,Month-to-Month,66.7,1,0,1,Bank Withdrawal,0.0,329.04,0
1,0,0,0,1224.22,0,1,831.75,1,13,50,1,6507-DTJZV,California,Male,0,0,DSL,0,Month-to-Month,66.4,1,0,1,Credit Card,0.0,392.47,0
1,0,0,0,1331.58,1,1,874.2,1,11,71,0,5288-AHOUP,California,Male,0,0,Fiber Optic,0,Two Year,78.5,1,0,1,Bank Withdrawal,0.0,457.38,0
1,0,0,0,2743.45,1,0,2743.45,1,55,71,1,1925-LFCZZ,California,Male,0,0,DSL,1,One Year,50.05,1,0,0,Bank Withdrawal,0.0,0.0,0
1,0,0,0,6838.39,1,1,5042.75,1,53,59,0,0440-UEDAI,California,Female,1,0,Fiber Optic,1,One Year,94.45,1,0,1,Credit Card,0.0,1795.64,0
0,3,0,1,6753.62,1,1,4541.2,1,46,76,1,7641-EUYET,California,Male,1,1,Fiber Optic,1,Month-to-Month,100.7,1,1,0,Bank Withdrawal,46.64,2259.06,1
1,0,0,1,9417.53,1,1,7133.45,1,62,39,1,8894-JVDCV,California,Female,1,1,Fiber Optic,1,One Year,115.05,1,0,1,Credit Card,0.0,2284.08,0
1,1,0,0,9295.26,1,1,6283.3,1,62,32,1,0596-BQCEQ,California,Female,1,0,Fiber Optic,1,Month-to-Month,100.15,1,1,1,Bank Withdrawal,0.0,3011.96,1
0,0,0,1,698.56,1,1,511.25,1,7,29,0,0122-OAHPZ,California,Female,0,0,Fiber Optic,0,Month-to-Month,73.85,1,0,1,Bank Withdrawal,13.03,200.34,1
0,0,50,0,1978.2,1,1,1696.2,1,29,35,0,8680-CGLTP,California,Male,1,1,DSL,0,One Year,58.75,0,0,0,Bank Withdrawal,0.0,232.0,0
0,5,0,0,5457.89,0,1,3425.35,1,62,22,0,8050-XGRVL,California,Female,0,1,DSL,1,One Year,54.75,1,1,0,Credit Card,8.5,2041.04,0
0,0,0,0,2131.57,0,1,835.15,0,41,53,0,8402-OOOHJ,California,Female,0,0,,0,Two Year,20.65,0,0,0,Credit Card,0.0,1296.42,0
0,1,30,0,482.41,0,1,365.35,1,6,55,0,5876-HZVZM,California,Female,1,1,Cable,0,Month-to-Month,55.9,0,1,0,Credit Card,0.0,87.06,1
0,3,0,1,3113.49,0,1,1643.25,0,72,53,0,7684-XSZIY,California,Male,0,0,,0,Two Year,24.3,0,1,0,Bank Withdrawal,0.0,1470.24,0
0,6,0,0,1679.05,0,1,903.7,0,45,21,0,4475-NVTLU,California,Male,0,0,,0,Two Year,19.2,0,1,0,Bank Withdrawal,0.0,775.35,0
0,1,0,0,805.15,0,1,411.15,0,25,43,0,7319-ZNRTR,California,Male,0,0,,0,One Year,19.6,0,1,0,Bank Withdrawal,0.0,394.0,0
1,1,0,1,7633.07,0,1,6325.25,1,71,31,1,5248-KWLAR,California,Male,1,1,DSL,1,Two Year,90.35,1,1,1,Bank Withdrawal,0.0,1307.82,0
1,1,0,0,933.3,1,0,933.3,1,24,74,0,9381-NDKME,California,Female,0,0,Cable,1,Month-to-Month,40.65,1,1,0,Credit Card,0.0,0.0,1
0,8,0,0,737.44,1,1,196.35,0,11,37,0,0967-BMLBD,California,Female,0,0,,0,One Year,20.0,0,1,0,Credit Card,0.0,541.09,0
0,0,0,1,1363.98,0,1,1291.35,1,27,61,0,1666-JZPZT,California,Male,0,0,Cable,0,Month-to-Month,49.0,1,0,0,Mailed Check,0.0,72.63,0
1,0,0,0,7039.29,1,1,5206.55,1,53,72,0,5195-KPUNQ,California,Female,1,1,Fiber Optic,0,One Year,96.75,1,0,1,Credit Card,0.0,1832.74,0
0,0,0,1,7706.51,0,1,6218.45,1,63,49,1,3134-DSHVC,California,Female,1,1,Fiber Optic,1,Two Year,98.0,1,0,0,Credit Card,0.0,1488.06,0
0,0,0,1,3816.31,0,1,3382.3,1,37,52,0,0365-TRTPY,California,Female,1,1,Fiber Optic,1,Month-to-Month,91.2,0,0,0,Bank Withdrawal,0.0,434.01,0
0,0,0,0,1223.99,0,1,810.3,0,41,23,0,3097-FQTVJ,California,Female,0,0,,0,Two Year,20.0,0,0,0,Mailed Check,0.0,413.69,0
1,0,0,1,5543.13,1,1,5067.45,1,48,59,1,6583-SZVGP,California,Male,1,0,Fiber Optic,1,Two Year,108.1,1,0,1,Bank Withdrawal,0.0,475.68,0
1,3,0,0,5244.05,1,1,3858.05,1,45,63,1,8999-YPYBV,California,Male,1,1,Cable,1,Two Year,84.35,1,1,1,Credit Card,0.0,1386.0,0
0,5,0,1,5728.88,0,1,3983.6,1,72,40,0,4992-LTJNE,California,Male,0,1,DSL,0,Two Year,55.3,1,1,0,Bank Withdrawal,0.0,1745.28,0
1,1,0,0,2020.9,1,0,2020.9,1,52,47,0,4132-POCZS,California,Male,0,1,DSL,0,Month-to-Month,39.9,1,1,1,Bank Withdrawal,0.0,0.0,0
1,1,0,1,2841.61,1,1,2198.3,1,23,20,1,5982-PSMKW,California,Female,1,1,Cable,1,Two Year,91.1,1,1,1,Credit Card,0.0,643.31,0
0,1,0,0,2259.7,0,1,1355.45,1,25,63,0,5062-CJJKH,California,Male,1,0,DSL,1,One Year,53.65,1,1,0,Credit Card,0.0,904.25,0
0,8,0,1,2860.5,0,1,1211.65,0,49,23,0,6770-UAYGJ,California,Female,0,0,,0,Two Year,25.25,0,1,0,Credit Card,0.0,1648.85,0
1,2,0,1,7007.99,0,1,5727.15,1,71,22,0,7898-PDWQE,California,Male,1,1,DSL,1,Two Year,80.4,1,1,1,Credit Card,0.0,1280.84,0
0,0,0,1,4297.2,1,1,1519.0,0,58,23,0,9661-JALZV,California,Female,0,0,,0,Two Year,24.7,0,0,0,Credit Card,0.0,2778.2,0
1,0,0,1,5210.64,1,1,3778.0,1,37,26,1,5370-IIVVL,California,Male,1,0,Fiber Optic,0,One Year,104.5,1,0,1,Credit Card,0.0,1432.64,0
1,7,0,0,2718.8,0,1,2198.9,1,30,53,0,1137-DGOWI,California,Female,1,0,DSL,1,One Year,70.25,1,1,1,Bank Withdrawal,0.0,519.9,0
1,1,0,1,9019.18,1,1,6010.05,1,61,63,1,0310-MVLET,California,Female,1,0,Fiber Optic,0,Month-to-Month,99.15,1,1,1,Bank Withdrawal,0.0,3009.13,1
0,0,0,1,75.41,0,1,50.75,1,1,19,0,2103-ZRXFN,California,Male,0,0,DSL,0,Month-to-Month,50.75,1,0,0,Credit Card,0.0,24.66,0
0,0,0,0,56.35,1,0,56.35,1,2,22,0,0746-JTRFU,California,Male,0,0,Cable,0,Month-to-Month,25.05,1,0,1,Bank Withdrawal,0.0,0.0,1
0,0,0,0,1840.6,1,1,1373.05,1,18,51,0,3583-KRKMD,California,Male,0,0,Fiber Optic,0,Month-to-Month,75.9,1,0,0,Bank Withdrawal,15.57,483.12,0
1,9,0,1,10830.97,0,1,7942.15,1,66,28,1,0052-DCKON,California,Male,1,1,Fiber Optic,1,One Year,115.8,1,1,1,Bank Withdrawal,0.0,2888.82,0
1,0,0,0,594.43,1,1,571.05,1,7,44,1,2272-UOINI,California,Female,1,1,Cable,0,Month-to-Month,78.5,1,0,1,Bank Withdrawal,0.0,23.38,0
0,1,0,1,7064.68,1,1,5683.6,1,68,70,0,4098-NAUKP,California,Male,1,0,Fiber Optic,1,Two Year,84.65,1,1,0,Bank Withdrawal,0.0,1381.08,0
1,4,0,1,10063.79,1,1,8312.75,1,72,26,1,9298-WGMRW,California,Female,1,1,Fiber Optic,1,Two Year,115.5,1,1,1,Bank Withdrawal,0.0,1751.04,0
1,1,0,1,2114.55,1,1,1504.05,1,15,62,1,0680-DFNNY,California,Male,0,0,Fiber Optic,1,Month-to-Month,101.1,1,1,1,Bank Withdrawal,0.0,610.5,1
0,9,0,0,777.44,1,1,529.5,1,7,49,0,3799-ISUZQ,California,Male,0,0,Fiber Optic,0,Month-to-Month,69.95,1,1,0,Bank Withdrawal,0.0,247.94,1
1,1,0,0,2767.56,1,1,2647.2,1,34,59,0,7129-AZJDE,California,Male,0,0,Fiber Optic,0,One Year,78.95,1,1,1,Bank Withdrawal,0.0,120.36,0
1,0,130,1,2924.96,1,1,2271.85,1,21,75,1,5956-YHHRX,California,Male,1,0,Fiber Optic,1,Two Year,104.35,0,0,1,Bank Withdrawal,0.0,523.11,0
1,0,0,1,5642.79,0,1,3496.3,1,47,56,0,3557-HTYWR,California,Female,1,1,DSL,0,Two Year,74.05,1,0,1,Credit Card,0.0,2146.49,0
0,8,0,1,2221.56,1,1,1442.2,1,16,49,1,0112-QAWRZ,California,Male,0,0,Fiber Optic,1,Month-to-Month,90.8,1,1,0,Bank Withdrawal,0.0,779.36,0
1,0,140,0,6420.67,0,1,4299.95,1,54,46,1,8144-DGHXP,California,Female,0,1,DSL,1,Two Year,80.6,0,0,1,Bank Withdrawal,0.0,1980.72,0
0,9,0,1,2517.65,1,1,1752.65,1,25,65,1,6575-SUVOI,California,Female,0,1,DSL,0,One Year,69.5,1,1,0,Credit Card,0.0,765.0,0
0,4,0,1,1216.07,0,1,485.9,0,19,50,0,3129-AAQOU,California,Female,0,0,,0,Two Year,25.6,0,1,0,Credit Card,0.0,730.17,0
0,0,0,0,1253.67,0,1,943.0,0,47,27,0,6961-MJKBO,California,Male,0,0,,0,Two Year,20.45,0,0,0,Bank Withdrawal,0.0,310.67,0
1,0,0,1,777.75,1,1,713.0,1,7,32,1,0655-RBDUG,California,Male,0,0,Fiber Optic,1,Month-to-Month,98.05,1,0,1,Bank Withdrawal,0.0,64.75,1
0,5,0,1,3092.93,1,1,1673.4,0,69,55,0,5115-SQAAU,California,Female,0,0,,0,Two Year,25.6,0,1,0,Bank Withdrawal,28.09,1447.62,0
0,0,90,1,3811.55,0,1,2657.55,1,38,51,0,7459-IMVYU,California,Male,1,1,DSL,1,Month-to-Month,69.95,0,0,0,Bank Withdrawal,0.0,1064.0,0
0,1,0,1,1114.85,1,1,813.85,1,10,63,1,7249-WBIYX,California,Male,0,0,Cable,0,Month-to-Month,85.6,1,1,0,Bank Withdrawal,0.0,301.0,1
0,9,0,1,1257.77,1,1,471.35,0,18,22,0,9648-BCHKM,California,Female,0,0,,0,Two Year,24.65,0,1,0,Credit Card,0.0,786.42,0
0,9,0,0,2935.41,0,1,1303.5,0,70,26,0,8966-SNIZF,California,Female,0,0,,0,Two Year,19.45,0,1,0,Bank Withdrawal,14.49,1646.4,0
0,0,0,1,81.43,1,1,80.2,1,1,25,0,0137-OCGAB,California,Female,1,0,Fiber Optic,0,Month-to-Month,80.2,1,0,0,Mailed Check,0.0,1.23,1
0,0,0,0,24.8,0,0,24.8,1,1,60,0,6366-ZGQGL,California,Male,0,0,Cable,0,Month-to-Month,24.8,1,0,0,Bank Withdrawal,0.0,0.0,1
0,3,0,1,462.84,1,1,460.25,1,6,34,1,3727-RJMEO,California,Male,0,0,Fiber Optic,0,Month-to-Month,82.85,1,1,0,Bank Withdrawal,48.95,51.54,1
1,3,0,1,9786.63,1,1,7266.95,1,64,48,1,1135-HIORI,California,Female,1,0,Fiber Optic,1,One Year,111.45,1,1,1,Bank Withdrawal,0.0,2519.68,0
0,5,0,0,2545.7,0,0,2545.7,1,67,55,0,8069-RHUXK,California,Female,0,1,Cable,0,Two Year,35.7,1,1,0,Credit Card,0.0,0.0,0
0,0,0,1,238.36,0,1,217.45,1,3,39,0,7823-JSOAG,California,Male,0,0,Fiber Optic,0,Month-to-Month,74.5,1,0,0,Bank Withdrawal,0.0,20.91,0
0,0,0,0,30.96,1,1,20.25,0,1,64,0,2876-VBBBL,California,Female,0,0,,0,Month-to-Month,20.25,0,0,0,Credit Card,0.0,10.71,1
1,0,20,1,113.63,1,1,60.15,1,1,19,0,5673-FSSMF,California,Female,0,0,Cable,0,Month-to-Month,60.15,0,0,1,Bank Withdrawal,0.0,33.48,1
0,7,0,1,907.16,1,1,723.35,1,11,19,1,0774-IFUVM,California,Male,0,1,DSL,0,Month-to-Month,65.15,1,1,0,Bank Withdrawal,0.0,183.81,0
0,6,0,0,737.4,0,1,475.7,1,10,53,0,8865-TNMNX,California,Male,1,0,DSL,0,One Year,49.55,1,1,0,Credit Card,0.0,261.7,0
1,0,0,1,6108.9,1,1,5617.75,1,55,73,1,3005-NFMTA,California,Male,0,1,Fiber Optic,0,Month-to-Month,98.8,1,0,1,Bank Withdrawal,0.0,491.15,1
1,0,0,1,845.71,0,1,819.55,1,8,56,1,6326-MTTXK,California,Male,1,0,Fiber Optic,0,Month-to-Month,100.85,1,0,1,Bank Withdrawal,0.0,26.16,1
0,1,0,0,1116.65,0,1,655.85,0,30,42,0,1577-HKTFG,California,Female,0,0,,0,Month-to-Month,19.65,0,1,0,Bank Withdrawal,0.0,460.8,1
1,0,0,1,1479.17,1,1,1275.65,1,12,62,1,7145-FEJWU,California,Female,1,0,Fiber Optic,1,Month-to-Month,105.3,1,0,1,Bank Withdrawal,0.0,203.52,0
1,1,20,1,8433.46,1,1,5139.65,1,71,74,0,7471-MQPOS,California,Male,1,0,DSL,1,One Year,72.9,0,1,0,Bank Withdrawal,0.0,3273.81,0
0,0,0,0,3374.67,0,1,3019.1,1,37,48,0,2402-TAIRZ,California,Female,1,0,Fiber Optic,1,One Year,80.05,1,0,0,Bank Withdrawal,0.0,355.57,0
0,0,100,1,5938.02,0,1,3847.6,1,46,37,0,0239-OXEXL,California,Female,1,1,Fiber Optic,0,Month-to-Month,84.25,0,0,0,Credit Card,0.0,1990.42,0
